,depth,table,x,y,z,price,carat,cut,color,clarity,city
315,61.1,56.0,4.54,4.5,2.76,1069,0.33,Premium,D,VS2,Dubai
316,62.6,59.0,6.14,6.17,3.85,5001,0.9,Premium,D,VS2,Dubai
317,61.8,58.0,4.55,4.58,2.82,852,0.36,Premium,D,VS2,Dubai
318,62.3,59.0,7.29,7.34,4.56,14112,1.51,Very Good,D,VS2,Dubai
319,63.2,56.0,4.92,4.89,3.1,1262,0.46,Very Good,D,VS2,Dubai
320,62.9,56.7,5.37,5.39,3.38,2200,0.59,Very Good,D,VS2,Dubai
321,63.4,55.0,5.23,5.11,3.28,1825,0.53,Very Good,D,VS2,Dubai
322,62.5,55.0,5.65,5.71,3.55,3052,0.7,Very Good,D,VS2,Dubai
323,63.8,54.0,4.74,4.79,3.04,910,0.42,Very Good,D,VS2,Dubai
324,58.8,61.0,4.71,4.74,2.78,871,0.38,Very Good,D,VS2,Dubai
325,60.8,60.0,4.52,4.46,2.73,615,0.33,Very Good,D,VS2,Dubai
326,63.1,58.0,5.67,5.7,3.59,3222,0.71,Very Good,D,VS2,Dubai
327,63.3,58.0,5.03,5.05,3.19,1602,0.5,Very Good,D,VS2,Dubai
328,63.0,59.0,7.24,7.3,4.58,13372,1.5,Very Good,D,VS2,Dubai
329,61.8,56.0,6.06,6.08,3.75,4211,0.85,Very Good,D,VS2,Dubai
330,62.8,58.0,5.05,5.08,3.18,1752,0.5,Very Good,D,VS2,Dubai
331,62.0,59.0,5.08,5.12,3.16,1716,0.51,Very Good,D,VS2,Dubai
332,59.6,60.0,6.68,6.71,3.99,7149,1.06,Very Good,D,VS2,Dubai
333,63.6,55.0,4.29,4.32,2.74,641,0.31,Very Good,D,VS2,Dubai
334,59.8,57.0,5.31,5.35,3.19,1867,0.55,Very Good,D,VS2,Dubai
335,60.2,59.0,4.74,4.76,2.86,958,0.39,Very Good,D,VS2,Dubai
336,60.7,57.0,5.24,5.29,3.2,2113,0.54,Very Good,D,VS2,Dubai
337,57.5,66.0,6.3,6.25,3.61,3931,0.9,Fair,D,VS2,Dubai
338,63.1,60.0,6.35,6.39,4.02,6999,1.01,Good,D,VS2,Dubai
339,63.5,56.0,4.36,4.4,2.78,625,0.33,Good,D,VS2,Dubai
340,63.6,55.0,4.4,4.43,2.81,644,0.34,Good,D,VS2,Dubai
341,63.5,57.0,5.08,5.13,3.24,1701,0.52,Good,D,VS2,Dubai
342,61.7,55.0,4.35,4.4,2.7,734,0.31,Ideal,D,VS2,Dubai
343,62.3,54.0,4.3,4.33,2.69,710,0.3,Ideal,D,VS2,Dubai
344,61.9,55.0,5.11,5.13,3.17,1787,0.51,Ideal,D,VS2,Dubai
345,60.6,56.0,5.37,5.33,3.24,2066,0.56,Ideal,D,VS2,Dubai
346,62.1,59.0,7.34,7.37,4.57,15887,1.55,Ideal,D,VS2,Dubai
347,62.1,58.0,7.32,7.34,4.55,15821,1.51,Ideal,D,VS2,Dubai
348,61.0,56.0,5.26,5.29,3.22,1659,0.53,Ideal,D,VS2,Dubai
349,61.8,57.0,4.36,4.38,2.7,734,0.31,Ideal,D,VS2,Dubai
350,61.8,55.0,4.36,4.32,2.68,911,0.3,Ideal,D,VS2,Dubai
351,61.9,56.0,4.38,4.34,2.7,942,0.31,Ideal,D,VS2,Dubai
352,61.4,56.0,4.53,4.5,2.77,1033,0.34,Ideal,D,VS2,Dubai
353,61.1,56.0,4.39,4.41,2.69,758,0.32,Ideal,D,VS2,Dubai
354,62.5,57.0,4.36,4.31,2.71,942,0.31,Ideal,D,VS2,Dubai
355,61.7,57.0,5.21,5.26,3.23,1848,0.55,Ideal,D,VS2,Dubai
356,62.0,57.0,7.34,7.37,4.56,15788,1.5,Ideal,D,VS2,Dubai
357,61.3,57.0,5.95,6.0,3.66,3818,0.79,Ideal,D,VS2,Dubai
358,61.4,55.0,4.32,4.34,2.66,710,0.3,Ideal,D,VS2,Dubai
359,62.9,56.0,5.85,5.88,3.69,3736,0.78,Ideal,D,VS2,Dubai
360,62.7,57.0,5.28,5.25,3.3,1846,0.56,Ideal,D,VS2,Dubai
361,62.8,57.0,4.68,4.72,2.95,895,0.4,Ideal,D,VS2,Dubai
362,60.6,57.0,5.24,5.28,3.19,1857,0.53,Ideal,D,VS2,Dubai
363,61.9,57.0,5.15,5.09,3.17,1882,0.51,Ideal,D,VS2,Dubai
364,61.6,55.0,5.88,5.91,3.63,3980,0.77,Ideal,D,VS2,Dubai
365,61.2,55.0,4.37,4.39,2.68,734,0.31,Ideal,D,VS2,Dubai
366,61.4,56.0,5.23,5.2,3.2,1956,0.53,Ideal,D,VS2,Dubai
367,61.8,55.0,5.85,5.89,3.63,3401,0.76,Ideal,D,VS2,Dubai
368,62.3,55.0,4.33,4.37,2.71,734,0.31,Ideal,D,VS2,Dubai
369,62.5,56.0,4.29,4.32,2.69,734,0.31,Ideal,D,VS2,Dubai
370,62.0,55.0,7.51,7.5,4.67,18318,1.61,Ideal,D,VS2,Dubai
371,58.5,57.0,6.96,6.93,4.06,8114,1.15,Ideal,D,VS2,Dubai
372,62.6,56.0,4.33,4.36,2.72,734,0.31,Ideal,D,VS2,Dubai
373,61.5,56.0,5.7,5.74,3.52,3129,0.7,Ideal,D,VS2,Dubai
374,62.3,55.0,4.52,4.54,2.82,829,0.35,Ideal,D,VS2,Dubai
375,62.4,53.0,4.49,4.52,2.81,805,0.34,Ideal,D,VS2,Dubai
376,61.5,56.0,4.41,4.44,2.72,758,0.32,Ideal,D,VS2,Dubai
377,61.9,59.0,5.07,5.1,3.15,1712,0.5,Ideal,D,VS2,Dubai
378,62.1,55.0,4.35,4.32,2.69,942,0.31,Ideal,D,VS2,Dubai
379,61.7,57.0,4.72,4.75,2.92,890,0.4,Ideal,D,VS2,Dubai
380,60.3,57.0,5.02,5.07,3.04,1270,0.47,Ideal,D,VS2,Dubai
381,61.0,58.0,4.49,4.53,2.75,753,0.34,Ideal,D,VS2,Dubai
382,61.8,57.0,5.29,5.32,3.28,1955,0.57,Ideal,D,VS2,Dubai
383,62.3,53.9,4.3,4.32,2.69,762,0.3,Ideal,D,VS2,Dubai
384,62.2,59.0,5.68,5.64,3.52,2352,0.71,Premium,H,VS2,Dubai
385,62.4,61.0,6.85,6.8,4.26,6957,1.23,Premium,H,VS2,Dubai
386,61.1,59.0,4.37,4.3,2.65,608,0.3,Premium,H,VS2,Dubai
387,60.7,58.0,4.43,4.46,2.7,505,0.32,Premium,H,VS2,Dubai
388,61.8,60.0,6.18,6.22,3.83,4313,0.91,Premium,H,VS2,Dubai
389,62.6,58.0,7.07,7.01,4.41,7943,1.33,Premium,H,VS2,Dubai
390,61.3,58.0,5.76,5.82,3.55,2169,0.71,Premium,H,VS2,Dubai
391,60.4,60.0,7.39,7.44,4.48,11048,1.55,Premium,H,VS2,Dubai
392,62.8,60.0,7.28,7.25,4.56,11268,1.51,Premium,H,VS2,Dubai
393,61.3,58.0,4.88,4.91,3.0,810,0.44,Premium,H,VS2,Dubai
394,61.8,58.0,6.48,6.43,3.99,5722,1.03,Premium,H,VS2,Dubai
395,62.5,59.0,6.19,6.09,3.84,4018,0.91,Premium,H,VS2,Dubai
396,61.2,58.0,6.63,6.58,4.03,5005,1.09,Premium,H,VS2,Dubai
397,62.9,55.0,7.15,7.06,4.47,8847,1.4,Premium,H,VS2,Dubai
398,61.7,56.0,5.77,5.73,3.55,2316,0.72,Premium,H,VS2,Dubai
399,59.4,60.0,7.07,7.03,4.19,5878,1.28,Premium,H,VS2,Dubai
400,61.7,60.0,4.51,4.47,2.77,689,0.34,Premium,H,VS2,Dubai
401,62.6,58.0,7.5,7.45,4.68,11508,1.6,Premium,H,VS2,Dubai
402,61.9,58.0,6.9,6.84,4.25,5902,1.25,Premium,H,VS2,Dubai
403,58.8,59.0,7.01,6.98,4.11,6708,1.21,Premium,H,VS2,Dubai
404,60.2,62.0,6.46,6.43,3.88,4514,1.0,Premium,H,VS2,Dubai
405,60.2,58.0,5.92,5.88,3.55,2553,0.74,Premium,H,VS2,Dubai
406,61.3,59.0,6.17,6.1,3.76,3082,0.86,Premium,H,VS2,Dubai
407,62.8,59.0,4.44,4.38,2.77,668,0.33,Premium,H,VS2,Dubai
408,62.0,59.0,4.44,4.4,2.74,668,0.33,Premium,H,VS2,Dubai
409,62.9,59.0,4.3,4.26,2.69,608,0.3,Premium,H,VS2,Dubai
410,62.6,59.0,6.83,6.93,4.31,6755,1.27,Premium,H,VS2,Dubai
411,62.3,59.0,7.28,7.32,4.55,11435,1.51,Premium,H,VS2,Dubai
412,62.5,58.0,6.97,6.94,4.35,7277,1.31,Premium,H,VS2,Dubai
413,62.3,62.0,6.39,6.35,3.97,4769,1.01,Premium,H,VS2,Dubai
414,62.6,60.0,6.39,6.36,3.99,4745,1.01,Premium,H,VS2,Dubai
415,61.0,63.0,6.41,6.38,3.9,5050,1.01,Very Good,H,VS2,Dubai
416,62.1,56.0,4.72,4.75,2.94,746,0.4,Very Good,H,VS2,Dubai
417,61.2,55.0,5.12,5.16,3.15,1411,0.5,Very Good,H,VS2,Dubai
418,60.0,57.0,5.74,5.8,3.46,2335,0.7,Very Good,H,VS2,Dubai
419,61.4,58.0,4.44,4.49,2.74,521,0.33,Very Good,H,VS2,Dubai
420,63.3,57.0,7.33,7.32,4.64,10618,1.52,Very Good,H,VS2,Dubai
421,60.3,54.0,7.0,7.03,4.23,7414,1.25,Very Good,H,VS2,Dubai
422,62.1,54.0,4.81,4.84,2.99,755,0.42,Very Good,H,VS2,Dubai
423,63.1,56.0,6.41,6.36,4.03,5034,1.01,Very Good,H,VS2,Dubai
424,61.4,55.8,5.14,5.19,3.17,1436,0.51,Very Good,H,VS2,Dubai
425,62.9,55.0,5.56,5.6,3.51,1867,0.67,Very Good,H,VS2,Dubai
426,59.0,59.0,6.68,6.71,3.95,5370,1.05,Very Good,H,VS2,Dubai
427,59.2,58.0,7.07,7.15,4.21,7176,1.27,Very Good,H,VS2,Dubai
428,59.9,62.0,6.26,6.33,3.77,4201,0.91,Very Good,H,VS2,Dubai
429,63.1,55.0,7.86,7.81,4.94,12339,1.88,Very Good,H,VS2,Dubai
430,63.5,58.0,4.27,4.24,2.7,608,0.3,Very Good,H,VS2,Dubai
431,60.7,59.0,6.56,6.63,4.0,5415,1.06,Very Good,H,VS2,Dubai
432,52.7,70.0,5.71,5.57,2.97,1293,0.56,Fair,H,VS2,Dubai
433,62.4,54.0,5.97,6.04,3.75,2947,0.82,Good,H,VS2,Dubai
434,63.9,59.0,5.64,5.6,3.59,2351,0.7,Good,H,VS2,Dubai
435,63.9,58.0,6.26,6.22,3.99,4208,1.01,Good,H,VS2,Dubai
436,64.0,59.0,7.19,7.25,4.62,9821,1.51,Good,H,VS2,Dubai
437,58.9,65.0,5.69,5.76,3.37,2187,0.7,Good,H,VS2,Dubai
438,63.6,61.0,6.25,6.21,3.96,4722,1.0,Good,H,VS2,Dubai
439,61.9,58.0,6.14,6.18,3.81,3989,0.9,Good,H,VS2,Dubai
440,61.5,54.0,6.64,6.65,4.09,5732,1.09,Ideal,H,VS2,Dubai
441,60.9,57.0,5.32,5.36,3.25,1388,0.56,Ideal,H,VS2,Dubai
442,62.3,57.0,4.27,4.3,2.67,491,0.3,Ideal,H,VS2,Dubai
443,62.0,57.0,4.27,4.31,2.66,457,0.3,Ideal,H,VS2,Dubai
444,61.5,55.0,5.16,5.18,3.18,1375,0.51,Ideal,H,VS2,Dubai
445,62.4,54.0,4.31,4.34,2.7,491,0.3,Ideal,H,VS2,Dubai
446,61.7,56.0,6.92,6.88,4.26,7687,1.23,Ideal,H,VS2,Dubai
447,63.0,57.0,4.38,4.35,2.75,648,0.32,Ideal,H,VS2,Dubai
448,62.3,55.0,4.67,4.7,2.92,707,0.39,Ideal,H,VS2,Dubai
449,61.9,56.0,5.24,5.26,3.25,1359,0.54,Ideal,H,VS2,Dubai
450,62.6,55.0,4.28,4.31,2.69,491,0.3,Ideal,H,VS2,Dubai
451,62.8,56.0,6.81,6.75,4.26,7584,1.22,Ideal,H,VS2,Dubai
452,64.2,59.0,7.22,7.16,4.62,10959,1.51,Ideal,H,VS2,Dubai
453,61.2,55.0,4.49,4.53,2.76,517,0.34,Ideal,H,VS2,Dubai
454,62.5,54.0,4.2,4.22,2.63,467,0.28,Ideal,H,VS2,Dubai
455,61.7,54.0,5.23,5.2,3.22,1604,0.53,Ideal,H,VS2,Dubai
456,59.9,57.0,7.2,7.22,4.32,9279,1.36,Ideal,H,VS2,Dubai
457,61.3,56.0,6.64,6.67,4.08,5888,1.1,Ideal,H,VS2,Dubai
458,62.6,57.0,6.75,6.69,4.21,5989,1.15,Ideal,H,VS2,Dubai
459,62.7,57.0,6.41,6.39,4.01,5306,1.01,Ideal,H,VS2,Dubai
460,61.9,55.0,7.05,7.08,4.37,8771,1.34,Ideal,H,VS2,Dubai
461,62.5,58.0,6.38,6.33,3.97,4704,1.0,Ideal,H,VS2,Dubai
462,60.1,55.0,7.01,6.91,4.18,8870,1.21,Premium,F,VS2,Dubai
463,62.7,58.0,5.28,5.25,3.3,2376,0.55,Premium,F,VS2,Dubai
464,62.8,59.0,6.55,6.47,4.09,7079,1.08,Premium,F,VS2,Dubai
465,62.1,60.0,6.43,6.36,3.97,6097,1.01,Premium,F,VS2,Dubai
466,62.2,58.0,7.03,6.95,4.35,10814,1.32,Premium,F,VS2,Dubai
467,62.4,56.0,4.77,4.75,2.97,1107,0.41,Premium,F,VS2,Dubai
468,61.7,59.0,5.09,5.05,3.13,1654,0.5,Premium,F,VS2,Dubai
469,60.8,58.0,5.79,5.76,3.51,2694,0.71,Premium,F,VS2,Dubai
470,62.3,59.0,6.5,6.46,4.04,7244,1.05,Premium,F,VS2,Dubai
471,58.7,57.0,5.97,5.92,3.49,2882,0.73,Premium,F,VS2,Dubai
472,61.6,58.0,6.88,6.79,4.21,8660,1.21,Premium,F,VS2,Dubai
473,61.7,58.0,4.41,4.38,2.71,828,0.32,Premium,F,VS2,Dubai
474,59.5,58.0,5.36,5.29,3.17,1786,0.54,Premium,F,VS2,Dubai
475,62.0,58.0,6.89,6.86,4.26,8733,1.22,Premium,F,VS2,Dubai
476,63.0,58.0,6.43,6.36,4.03,6097,1.01,Premium,F,VS2,Dubai
477,61.9,56.0,5.8,5.77,3.58,2805,0.74,Premium,F,VS2,Dubai
478,62.4,58.0,5.13,5.1,3.19,1574,0.51,Premium,F,VS2,Dubai
479,59.6,58.0,5.34,5.36,3.19,1654,0.56,Premium,F,VS2,Dubai
480,62.4,60.0,5.08,5.05,3.16,1654,0.5,Premium,F,VS2,Dubai
481,59.4,58.0,4.37,4.45,2.62,583,0.31,Premium,F,VS2,Dubai
482,62.5,57.0,5.75,5.7,3.58,2805,0.73,Premium,F,VS2,Dubai
483,61.4,60.0,4.3,4.27,2.63,776,0.3,Premium,F,VS2,Dubai
484,61.7,58.0,6.42,6.48,3.98,6416,1.01,Premium,F,VS2,Dubai
485,59.6,58.0,5.65,5.62,3.36,1970,0.65,Premium,F,VS2,Dubai
486,61.7,58.0,5.69,5.63,3.49,2838,0.7,Premium,F,VS2,Dubai
487,59.7,58.0,4.79,4.83,2.87,842,0.4,Premium,F,VS2,Dubai
488,62.7,58.0,6.4,6.39,4.01,6097,1.01,Premium,F,VS2,Dubai
489,58.6,61.0,6.53,6.5,3.82,6468,1.0,Premium,F,VS2,Dubai
490,60.6,58.0,6.67,6.77,4.07,7509,1.1,Very Good,F,VS2,Dubai
491,63.1,59.0,6.13,6.05,3.84,4627,0.9,Very Good,F,VS2,Dubai
492,63.2,58.0,5.07,5.05,3.2,1417,0.51,Very Good,F,VS2,Dubai
493,61.4,55.0,4.32,4.37,2.67,524,0.3,Very Good,F,VS2,Dubai
494,62.1,58.0,6.19,6.24,3.86,4917,0.91,Very Good,F,VS2,Dubai
495,59.5,61.0,4.42,4.46,2.64,645,0.32,Very Good,F,VS2,Dubai
496,62.8,57.0,4.33,4.36,2.73,645,0.32,Very Good,F,VS2,Dubai
497,62.4,59.0,5.64,5.71,3.54,2400,0.7,Very Good,F,VS2,Dubai
498,61.1,56.0,6.49,6.56,3.99,5988,1.01,Very Good,F,VS2,Dubai
499,61.7,56.0,6.18,6.21,3.82,4678,0.9,Very Good,F,VS2,Dubai
500,62.9,56.0,6.38,6.41,4.02,5902,1.01,Very Good,F,VS2,Dubai
501,61.6,60.0,5.63,5.71,3.49,2593,0.7,Very Good,F,VS2,Dubai
502,59.0,60.0,6.84,6.81,4.03,8131,1.14,Very Good,F,VS2,Dubai
503,61.8,58.0,6.75,6.78,4.18,9007,1.2,Very Good,F,VS2,Dubai
504,61.3,54.0,5.72,5.76,3.52,2928,0.7,Very Good,F,VS2,Dubai
505,61.0,66.0,5.12,5.04,3.1,1334,0.51,Fair,F,VS2,Dubai
506,64.5,57.0,5.57,5.53,3.58,2762,0.7,Fair,F,VS2,Dubai
507,61.3,61.0,5.05,5.1,3.11,1447,0.5,Good,F,VS2,Dubai
508,57.8,59.0,7.58,7.5,4.36,12283,1.52,Good,F,VS2,Dubai
509,60.9,64.0,5.12,5.1,3.11,1409,0.5,Good,F,VS2,Dubai
510,58.6,64.0,7.52,7.46,4.39,13160,1.5,Good,F,VS2,Dubai
511,63.9,62.0,6.26,6.32,4.02,6352,1.0,Good,F,VS2,Dubai
512,63.3,56.0,4.56,4.63,2.91,746,0.37,Good,F,VS2,Dubai
513,63.9,58.0,6.32,6.39,4.06,6330,1.01,Good,F,VS2,Dubai
514,63.6,59.0,6.36,6.32,4.03,6097,1.01,Good,F,VS2,Dubai
515,57.8,63.0,5.2,5.15,2.99,1279,0.5,Good,F,VS2,Dubai
516,60.5,57.0,4.6,4.52,2.76,906,0.35,Ideal,F,VS2,Dubai
517,61.3,55.0,5.98,6.0,3.67,3913,0.8,Ideal,F,VS2,Dubai
518,60.9,56.0,4.47,4.49,2.73,619,0.33,Ideal,F,VS2,Dubai
519,62.8,56.0,5.7,5.67,3.57,2573,0.7,Ideal,F,VS2,Dubai
520,62.3,55.0,5.2,5.17,3.23,1683,0.53,Ideal,F,VS2,Dubai
521,61.9,56.0,7.33,7.31,4.53,15584,1.5,Ideal,F,VS2,Dubai
522,61.2,56.0,5.77,5.73,3.52,2917,0.71,Ideal,F,VS2,Dubai
523,60.1,56.0,6.76,6.84,4.09,8157,1.13,Ideal,F,VS2,Dubai
524,61.4,57.0,4.34,4.36,2.67,605,0.3,Ideal,F,VS2,Dubai
525,60.8,57.0,4.36,4.39,2.66,625,0.31,Ideal,F,VS2,Dubai
526,61.6,56.0,5.37,5.34,3.3,1684,0.57,Ideal,F,VS2,Dubai
527,62.5,57.0,5.07,5.11,3.18,1436,0.5,Ideal,F,VS2,Dubai
528,62.3,53.0,5.69,5.73,3.56,2907,0.7,Ideal,F,VS2,Dubai
529,61.8,56.0,4.33,4.37,2.69,625,0.31,Ideal,F,VS2,Dubai
530,61.6,56.0,4.39,4.35,2.69,749,0.31,Ideal,F,VS2,Dubai
531,62.2,55.0,5.16,5.19,3.22,1650,0.53,Ideal,F,VS2,Dubai
532,61.6,55.0,6.93,6.96,4.28,10006,1.25,Ideal,F,VS2,Dubai
533,62.2,57.0,5.24,5.21,3.25,1786,0.54,Ideal,F,VS2,Dubai
534,61.9,57.0,4.4,4.42,2.73,666,0.33,Ideal,F,VS2,Dubai
535,62.8,57.0,4.76,4.73,2.98,1107,0.41,Ideal,F,VS2,Dubai
536,62.0,56.0,5.07,5.11,3.15,1581,0.5,Ideal,F,VS2,Dubai
537,61.3,56.0,5.14,5.11,3.14,1562,0.51,Ideal,F,VS2,Dubai
538,62.2,57.0,3.96,4.01,2.48,419,0.24,Ideal,F,VS2,Dubai
539,61.8,57.0,4.02,3.97,2.47,536,0.24,Ideal,F,VS2,Dubai
540,62.6,57.0,5.72,5.68,3.57,2724,0.72,Ideal,F,VS2,Dubai
541,62.9,53.0,7.36,7.31,4.61,15792,1.52,Ideal,F,VS2,Dubai
542,61.9,56.0,4.74,4.76,2.94,863,0.41,Ideal,F,VS2,Dubai
543,61.5,56.0,6.87,6.83,4.21,8348,1.21,Ideal,F,VS2,Dubai
544,61.5,57.0,4.52,4.56,2.79,706,0.35,Ideal,F,VS2,Dubai
545,61.9,55.0,6.47,6.45,4.0,6787,1.01,Ideal,F,VS2,Dubai
546,61.1,56.0,4.36,4.38,2.67,573,0.3,Ideal,F,VS2,Dubai
547,62.5,55.0,4.51,4.48,2.81,880,0.34,Ideal,F,VS2,Dubai
548,61.9,55.0,4.46,4.43,2.75,854,0.33,Ideal,F,VS2,Dubai
549,62.5,57.0,4.5,4.53,2.82,706,0.35,Ideal,F,VS2,Dubai
550,61.9,55.0,4.35,4.31,2.68,802,0.31,Ideal,F,VS2,Dubai
551,62.8,57.0,6.87,6.85,4.31,8764,1.25,Ideal,F,VS2,Dubai
552,62.6,54.0,4.48,4.46,2.8,880,0.34,Ideal,F,VS2,Dubai
553,60.2,57.0,5.43,5.48,3.28,1706,0.58,Ideal,F,VS2,Dubai
554,62.7,55.0,5.66,5.69,3.56,3011,0.7,Ideal,F,VS2,Dubai
555,63.0,56.0,5.16,5.1,3.23,1605,0.52,Ideal,F,VS2,Dubai
556,61.3,57.0,5.7,5.76,3.51,3008,0.7,Ideal,F,VS2,Dubai
557,62.1,56.0,5.33,5.37,3.32,1666,0.58,Ideal,F,VS2,Dubai
558,62.5,55.0,4.31,4.27,2.68,776,0.3,Ideal,F,VS2,Dubai
559,57.4,61.0,4.41,4.44,2.54,483,0.3,Good,J,VVS2,Dubai
560,61.8,59.0,4.18,4.14,2.57,752,0.27,Premium,E,VVS2,Dubai
561,62.0,59.0,4.05,4.08,2.52,576,0.25,Premium,E,VVS2,Dubai
562,58.7,61.0,7.49,7.36,4.36,17667,1.5,Premium,E,VVS2,Dubai
563,59.5,59.0,6.54,6.58,3.9,9139,1.0,Very Good,E,VVS2,Dubai
564,59.3,59.0,4.95,4.97,2.94,1291,0.43,Very Good,E,VVS2,Dubai
565,61.9,59.0,4.27,4.32,2.66,789,0.3,Very Good,E,VVS2,Dubai
566,63.1,55.0,3.98,4.04,2.53,526,0.25,Very Good,E,VVS2,Dubai
567,61.5,59.0,5.08,5.1,3.13,2105,0.5,Very Good,E,VVS2,Dubai
568,62.8,58.0,3.92,3.95,2.47,478,0.24,Very Good,E,VVS2,Dubai
569,62.4,54.0,3.96,3.99,2.48,608,0.24,Very Good,E,VVS2,Dubai
570,63.1,58.0,4.75,4.72,2.99,1133,0.41,Very Good,E,VVS2,Dubai
571,60.8,60.0,4.27,4.31,2.61,789,0.3,Very Good,E,VVS2,Dubai
572,59.8,59.0,4.07,4.09,2.44,575,0.25,Very Good,E,VVS2,Dubai
573,60.8,57.0,4.89,4.92,2.98,1245,0.43,Very Good,E,VVS2,Dubai
574,63.9,58.0,6.31,6.37,4.05,8415,1.01,Good,E,VVS2,Dubai
575,60.1,63.0,5.68,5.71,3.42,2857,0.7,Good,E,VVS2,Dubai
576,61.5,57.0,4.14,4.18,2.56,620,0.27,Ideal,E,VVS2,Dubai
577,62.4,53.0,4.33,4.35,2.71,791,0.31,Ideal,E,VVS2,Dubai
578,61.9,56.0,4.75,4.78,2.95,1187,0.41,Ideal,E,VVS2,Dubai
579,61.9,53.8,4.66,4.7,2.9,1073,0.38,Ideal,E,VVS2,Dubai
580,61.9,55.0,4.3,4.33,2.67,766,0.3,Ideal,E,VVS2,Dubai
581,61.3,56.0,4.85,4.81,2.96,1273,0.42,Ideal,E,VVS2,Dubai
582,61.8,56.0,5.39,5.42,3.34,2515,0.59,Ideal,E,VVS2,Dubai
583,61.6,56.0,4.96,4.98,3.06,1817,0.45,Ideal,E,VVS2,Dubai
584,61.4,54.0,4.44,4.45,2.73,843,0.32,Ideal,E,VVS2,Dubai
585,62.2,53.7,5.97,5.99,3.72,5373,0.81,Ideal,E,VVS2,Dubai
586,62.5,54.0,4.73,4.77,2.97,1106,0.4,Ideal,E,VVS2,Dubai
587,62.2,56.0,4.6,4.63,2.87,844,0.37,Ideal,E,VVS2,Dubai
588,62.1,53.0,4.41,4.44,2.75,779,0.32,Ideal,E,VVS2,Dubai
589,62.1,56.0,5.36,5.33,3.32,2551,0.58,Ideal,E,VVS2,Dubai
590,61.7,57.0,5.11,5.14,3.16,2209,0.51,Ideal,E,VVS2,Dubai
591,62.8,54.0,6.11,6.21,3.87,7286,0.9,Ideal,E,VVS2,Dubai
592,61.8,56.0,4.77,4.74,2.94,1238,0.4,Ideal,E,VVS2,Dubai
593,61.3,57.0,4.3,4.32,2.64,949,0.3,Ideal,E,VVS2,Dubai
594,62.2,54.0,5.08,5.12,3.17,2889,0.5,Ideal,E,VVS2,Dubai
595,62.4,56.0,5.15,5.17,3.22,2288,0.53,Ideal,E,VVS2,Dubai
596,60.7,59.0,4.4,4.43,2.68,561,0.32,Premium,I,VVS2,Dubai
597,62.1,58.0,7.29,7.32,4.54,9328,1.51,Premium,I,VVS2,Dubai
598,59.9,58.0,4.87,4.81,2.9,1061,0.41,Premium,I,VVS2,Dubai
599,62.2,59.0,4.47,4.41,2.76,743,0.33,Premium,I,VVS2,Dubai
600,64.7,55.0,5.62,5.51,3.6,2117,0.7,Fair,I,VVS2,Dubai
601,63.7,56.0,4.4,4.36,2.79,743,0.33,Good,I,VVS2,Dubai
602,60.7,57.0,5.76,5.8,3.51,3007,0.71,Ideal,I,VVS2,Dubai
603,62.7,54.0,4.42,4.45,2.78,579,0.33,Ideal,I,VVS2,Dubai
604,62.0,56.0,4.67,4.72,2.91,750,0.39,Ideal,I,VVS2,Dubai
605,62.2,54.0,5.73,5.78,3.58,2420,0.72,Ideal,I,VVS2,Dubai
606,62.4,55.0,4.73,4.7,2.94,1035,0.4,Ideal,I,VVS2,Dubai
607,61.5,56.0,6.79,6.84,4.19,7877,1.2,Ideal,I,VVS2,Dubai
608,61.3,60.0,4.88,4.94,3.01,1081,0.44,Premium,G,VVS2,Dubai
609,61.7,58.0,4.42,4.39,2.72,965,0.33,Premium,G,VVS2,Dubai
610,61.8,59.0,4.26,4.22,2.62,878,0.3,Premium,G,VVS2,Dubai
611,62.1,58.0,6.96,6.91,4.31,10716,1.28,Premium,G,VVS2,Dubai
612,62.2,58.0,4.82,4.76,2.98,1056,0.41,Premium,G,VVS2,Dubai
613,61.4,58.0,6.46,6.51,3.98,6843,1.01,Premium,G,VVS2,Dubai
614,61.7,58.0,4.39,4.42,2.72,752,0.33,Premium,G,VVS2,Dubai
615,62.0,55.0,4.42,4.39,2.73,936,0.32,Premium,G,VVS2,Dubai
616,62.8,54.0,5.41,5.34,3.38,2040,0.59,Premium,G,VVS2,Dubai
617,62.8,57.0,6.38,6.29,3.98,6209,1.0,Premium,G,VVS2,Dubai
618,62.5,60.0,6.43,6.34,3.99,6702,1.0,Premium,G,VVS2,Dubai
619,59.1,60.0,4.71,4.69,2.78,1082,0.37,Premium,G,VVS2,Dubai
620,62.3,59.0,4.29,4.25,2.66,878,0.3,Premium,G,VVS2,Dubai
621,61.5,62.0,4.43,4.39,2.71,901,0.33,Premium,G,VVS2,Dubai
622,61.9,60.0,6.45,6.41,3.98,6470,1.01,Premium,G,VVS2,Dubai
623,60.5,58.0,4.43,4.39,2.67,907,0.31,Premium,G,VVS2,Dubai
624,63.3,57.0,4.31,4.28,2.72,907,0.31,Very Good,G,VVS2,Dubai
625,63.2,55.0,4.72,4.74,2.99,868,0.4,Very Good,G,VVS2,Dubai
626,62.6,57.0,4.29,4.33,2.7,707,0.31,Very Good,G,VVS2,Dubai
627,63.2,57.0,4.27,4.24,2.69,878,0.3,Very Good,G,VVS2,Dubai
628,61.3,59.0,5.51,5.61,3.41,2178,0.65,Very Good,G,VVS2,Dubai
